rank_id,center_pos,start_pos,end_pos,class_id,weight,score
16141,23397309,23397301,23397318,9,3.301,3.6094
16142,78438917,78438909,78438926,4,3.7055,3.6094
16143,63771983,63771975,63771992,3,3.4377,3.6093
16144,72703419,72703411,72703428,9,3.1851,3.6092999999999997
16145,97162630,97162622,97162639,5,4.4802,3.6092
16146,41902819,41902811,41902828,1,3.6144,3.6089
16147,61121241,61121233,61121250,9,3.4145,3.6089
16148,63343714,63343706,63343723,8,3.9355,3.6088000000000005
16149,11816577,11816569,11816586,8,3.4802,3.6088
16150,13983176,13983168,13983185,7,3.6216,3.6083
16151,2308298,2308290,2308307,5,3.4789,3.6082
16152,21798169,21798161,21798178,8,3.1221,3.6077999999999997
16153,84945641,84945633,84945650,5,3.5243,3.6076
16154,60728782,60728774,60728791,6,3.4283,3.6075999999999997
16155,17604622,17604614,17604631,9,3.0448,3.6073999999999997
16156,41166137,41166129,41166146,3,3.3279,3.6072
16157,127326262,127326254,127326271,0,3.1244,3.6072
16158,103950477,103950469,103950486,5,3.8239,3.6067
16159,119398808,119398800,119398817,1,3.2823,3.6066
16160,21236704,21236696,21236713,9,4.3233,3.6064999999999996
16161,64643294,64643286,64643303,9,4.0685,3.6064000000000003
16162,59231542,59231534,59231551,0,3.1662,3.6064
16163,29187259,29187251,29187268,0,3.8125,3.6063
16164,30198061,30198053,30198070,4,5.0511,3.6058000000000003
16165,69848252,69848244,69848261,7,3.9136,3.6055
16166,60582150,60582142,60582159,7,3.4647,3.6053
16167,22852189,22852181,22852198,9,4.1343,3.6052999999999997
16168,38143322,38143314,38143331,9,4.0555,3.6052
16169,89887142,89887134,89887151,7,3.5467,3.6052
16170,100291469,100291461,100291478,1,3.6615,3.6052
16171,103682913,103682905,103682922,7,3.0931,3.6052
16172,52698343,52698335,52698352,5,3.064,3.605
16173,42810858,42810850,42810867,0,3.1284,3.6047000000000002
16174,72601946,72601938,72601955,5,3.1433,3.6045000000000003
16175,79917677,79917669,79917686,6,3.3925,3.6044
16176,129974951,129974943,129974960,5,3.3089,3.6044
16177,30193658,30193650,30193667,4,4.0706,3.6042
16178,52017560,52017552,52017569,8,4.3478,3.6042
16179,93430954,93430946,93430963,0,3.2255,3.6038
16180,78356726,78356718,78356735,9,3.7305,3.6032
16181,72929519,72929511,72929528,8,3.3439,3.6029999999999998
16182,21296744,21296736,21296753,8,3.3716,3.6029
16183,53334788,53334780,53334797,7,3.2306,3.6028
16184,97035878,97035870,97035887,0,3.0477,3.6028
16185,82118483,82118475,82118492,9,3.2749,3.6023
16186,63263590,63263582,63263599,0,3.6364,3.6022
16187,88863534,88863526,88863543,9,4.2175,3.6020000000000003
16188,10837918,10837910,10837927,4,3.2013,3.602
16189,14873830,14873822,14873839,9,3.0292,3.6019000000000005
16190,41496293,41496285,41496302,0,3.2565,3.6012
16191,131349041,131349033,131349050,6,3.3546,3.6012
16192,84135840,84135832,84135849,9,3.1158,3.601
16193,8906109,8906101,8906118,9,3.5317,3.6008000000000004
16194,46863149,46863141,46863158,5,3.5214,3.6007000000000002
16195,38922836,38922828,38922845,9,4.0915,3.6007
16196,11023017,11023009,11023026,4,4.1637,3.6005000000000003
16197,63949631,63949623,63949640,7,3.3161,3.6005000000000003
16198,58545844,58545836,58545853,8,3.4295,3.6005
16199,29291699,29291691,29291708,0,3.4584,3.6002
16200,106741262,106741254,106741271,5,3.1938,3.6001000000000003
16201,16680501,16680493,16680510,0,3.1543,3.6001
16202,39274624,39274616,39274633,7,3.3072,3.5997000000000003
16203,83137343,83137335,83137352,9,3.1018,3.5996
16204,78523986,78523978,78523995,7,3.1824,3.5995999999999997
16205,25376883,25376875,25376892,7,4.1791,3.5995
16206,9121294,9121286,9121303,3,3.1746,3.5993000000000004
16207,514637,514629,514646,4,4.0747,3.5987999999999998
16208,24507231,24507223,24507240,5,3.7721,3.5987999999999998
16209,52490914,52490906,52490923,9,3.1391,3.5987999999999998
16210,120664405,120664397,120664414,0,3.4881,3.5984000000000003
16211,55336912,55336904,55336921,8,4.0386,3.5984
16212,53516584,53516576,53516593,9,3.6799,3.5983
16213,69667703,69667695,69667712,7,3.3429,3.5983
16214,103784128,103784120,103784137,0,3.6635,3.5978000000000003
16215,109712888,109712880,109712897,1,3.3391,3.5978000000000003
16216,107464151,107464143,107464160,7,3.5272,3.5977000000000006
16217,54464885,54464877,54464894,8,3.7878,3.5976999999999997
16218,61840963,61840955,61840972,5,4.3242,3.5975
16219,68346398,68346390,68346407,3,3.04,3.5975
16220,69104028,69104020,69104037,7,3.2684,3.5972
16221,25352361,25352353,25352370,4,4.8508,3.5971
16222,45646708,45646700,45646717,0,3.1002,3.5971
16223,79230578,79230570,79230587,9,3.3468,3.5971
16224,1429631,1429623,1429640,9,4.3134,3.5968999999999998
16225,70561222,70561214,70561231,3,3.0665,3.5965
16226,22597945,22597937,22597954,1,3.8508,3.5964
16227,53412345,53412337,53412354,4,3.7932,3.5964
16228,28187987,28187979,28187996,3,3.3089,3.5963000000000003
16229,96982200,96982192,96982209,4,4.1451,3.5963000000000003
16230,13475429,13475421,13475438,0,3.1186,3.5962
16231,22770445,22770437,22770454,0,3.0017,3.5962
16232,118265752,118265744,118265761,9,3.0,3.5962
16233,29782322,29782314,29782331,5,3.3497,3.596
16234,106448316,106448308,106448325,6,3.3143,3.5956
16235,48094475,48094467,48094484,0,3.1904,3.5953
16236,20164863,20164855,20164872,9,3.8416,3.5952
16237,44219420,44219412,44219429,5,3.8928,3.5952
16238,46943587,46943579,46943596,3,3.2916,3.5952
16239,60319948,60319940,60319957,0,3.5638,3.5951
16240,77629073,77629065,77629082,9,3.1073,3.5949
16241,23386596,23386588,23386605,0,3.5186,3.5948
16242,47121504,47121496,47121513,3,4.067,3.5948
16243,131000870,131000862,131000879,3,4.2916,3.5948
16244,73432751,73432743,73432760,7,3.1314,3.5947
16245,18411206,18411198,18411215,4,3.9747,3.5946000000000002
16246,8684295,8684287,8684304,4,4.3307,3.5945
16247,44857974,44857966,44857983,9,3.317,3.5945
16248,39302400,39302392,39302409,0,3.2557,3.5944
16249,72017748,72017740,72017757,9,3.0311,3.5942000000000003
16250,38622397,38622389,38622406,9,4.3883,3.594
16251,29834765,29834757,29834774,0,3.0872,3.5939
16252,40514578,40514570,40514587,6,3.6676,3.5937
16253,73152895,73152887,73152904,4,4.5361,3.5937
16254,83819982,83819974,83819991,8,3.3526,3.593
16255,88654658,88654650,88654667,6,3.3468,3.5929
16256,31914318,31914310,31914327,8,3.9318,3.5928
16257,31831314,31831306,31831323,1,3.7959,3.5927
16258,44071293,44071285,44071302,7,3.0778,3.5927
16259,73242191,73242183,73242200,9,3.2933,3.5926
16260,72895645,72895637,72895654,5,3.8041,3.5925000000000002
16261,85949307,85949299,85949316,4,4.0711,3.5923
16262,127031068,127031060,127031077,4,3.8539,3.5923
16263,28977577,28977569,28977586,5,3.1273,3.5922
16264,28780110,28780102,28780119,8,4.7122,3.592
16265,19816282,19816274,19816291,9,3.2104,3.5917999999999997
16266,109721921,109721913,109721930,5,3.4559,3.5917
16267,44115508,44115500,44115517,3,3.6402,3.5915000000000004
16268,71258493,71258485,71258502,8,3.8041,3.5915000000000004
16269,29288066,29288058,29288075,8,3.3261,3.5915
16270,94362583,94362575,94362592,3,3.9914,3.5913000000000004
16271,62470382,62470374,62470391,2,3.2668,3.5913
16272,81460894,81460886,81460903,9,3.2381,3.5913
16273,67167414,67167406,67167423,3,3.1675,3.5909999999999997
16274,105216372,105216364,105216381,5,3.0742,3.5909
16275,60996992,60996984,60997001,8,4.1838,3.5907999999999998
16276,96607256,96607248,96607265,5,3.7122,3.5907999999999998
16277,5501559,5501551,5501568,5,3.0685,3.5907
16278,118314866,118314858,118314875,5,3.0645,3.5907
16279,20147792,20147784,20147801,7,3.3125,3.5906000000000002
16280,58365888,58365880,58365897,4,4.3799,3.5904000000000003
16281,18577369,18577361,18577378,4,4.6345,3.5904
16282,33168448,33168440,33168457,1,3.9666,3.5904
16283,106230711,106230703,106230720,7,3.0191,3.5901
16284,125519595,125519587,125519604,7,3.9101,3.5901
16285,101282820,101282812,101282829,0,4.4895,3.5900999999999996
16286,88182748,88182740,88182757,7,3.1113,3.59
16287,100190629,100190621,100190638,7,3.011,3.5899
16288,92231763,92231755,92231772,0,3.9586,3.5898
16289,131454105,131454097,131454114,7,3.1688,3.5896999999999997
16290,51922921,51922913,51922930,0,3.2882,3.5896
16291,112407363,112407355,112407372,2,3.4056,3.5893
16292,72916041,72916033,72916050,5,3.6799,3.5892
16293,93551038,93551030,93551047,9,3.5867,3.589
16294,26539926,26539918,26539935,3,3.3969,3.5889
16295,54696827,54696819,54696836,8,3.1707,3.5889
16296,57037608,57037600,57037617,4,4.5391,3.5888999999999998
16297,107920815,107920807,107920824,3,4.15,3.5886
16298,45917265,45917257,45917274,1,3.3958,3.5881999999999996
16299,93872593,93872585,93872602,8,3.6757,3.5881999999999996
16300,13796330,13796322,13796339,9,3.8477,3.588
16301,62407379,62407371,62407388,9,3.0186,3.5877
16302,24949018,24949010,24949027,0,3.2958,3.5873999999999997
16303,89003942,89003934,89003951,9,3.6882,3.5873999999999997
16304,54801782,54801774,54801791,5,3.209,3.5873
16305,5373279,5373271,5373288,3,3.1959,3.5871000000000004
16306,99031924,99031916,99031933,0,3.8894,3.5869999999999997
16307,118186706,118186698,118186715,5,4.1537,3.5869
16308,46331793,46331785,46331802,0,4.248,3.5868
16309,28686400,28686392,28686409,0,3.0511,3.5867
16310,45515707,45515699,45515716,2,3.6055,3.5867
16311,76067085,76067077,76067094,9,3.9318,3.5867
16312,78705102,78705094,78705111,8,4.0635,3.5865
16313,39400724,39400716,39400733,3,3.6108,3.5864000000000003
16314,69180762,69180754,69180771,4,3.6757,3.5862999999999996
16315,14588138,14588130,14588147,3,3.1694,3.5861
16316,34812360,34812352,34812369,6,3.52,3.5860000000000003
16317,81057246,81057238,81057255,5,3.2541,3.5857
16318,106365770,106365762,106365779,3,3.7305,3.5856000000000003
16319,67501453,67501445,67501462,5,3.082,3.5856
16320,18808492,18808484,18808501,1,3.3401,3.5854
16321,52778178,52778170,52778187,5,3.1427,3.5854
16322,49495013,49495005,49495022,6,3.4498,3.5852999999999997
16323,14026423,14026415,14026432,7,4.0731,3.5852
16324,15475273,15475265,15475282,5,4.0191,3.5851
16325,16607494,16607486,16607503,9,3.9281,3.5851
16326,106012672,106012664,106012681,3,3.6925,3.585
16327,89769902,89769894,89769911,8,4.384,3.5848
16328,43728029,43728021,43728038,1,3.1203,3.5846999999999998
16329,20334891,20334883,20334900,5,3.752,3.5844
16330,85492395,85492387,85492404,3,3.5086,3.5841
16331,4246247,4246239,4246256,7,3.8386,3.5839999999999996
16332,19984008,19984000,19984017,8,3.2644,3.5838
16333,113933502,113933494,113933511,4,3.5969,3.5838
16334,28922363,28922355,28922372,8,3.0052,3.5837000000000003
16335,58348116,58348108,58348125,1,3.3335,3.5836
16336,118384574,118384566,118384583,1,3.6904,3.5836
16337,24660558,24660550,24660567,0,3.684,3.5835999999999997
16338,116826262,116826254,116826271,7,3.0292,3.5835000000000004
16339,17801241,17801233,17801250,5,3.9586,3.5833
16340,20891097,20891089,20891106,0,3.2733,3.5833
16341,119666831,119666823,119666840,1,3.1612,3.5832999999999995
16342,56239082,56239074,56239091,7,3.0635,3.5831999999999997
16343,18112963,18112955,18112972,0,3.4271,3.5831
16344,45776558,45776550,45776567,8,4.2449,3.5829999999999997
16345,119860898,119860890,119860907,4,3.8827,3.5829000000000004
16346,100735499,100735491,100735508,3,3.6308,3.5827
16347,96412864,96412856,96412873,8,3.4989,3.5825
16348,100069084,100069076,100069093,3,3.3757,3.5824
16349,78070175,78070167,78070184,5,3.857,3.5822000000000003
16350,59653289,59653281,59653298,8,3.451,3.5821
16351,119189905,119189897,119189914,9,3.0851,3.5818000000000003
16352,94191626,94191618,94191635,5,3.2472,3.5816000000000003
16353,92000042,92000034,92000051,9,3.4802,3.5816
16354,96123302,96123294,96123311,8,3.6757,3.5815
16355,33161750,33161742,33161759,9,3.1811,3.5814
16356,114157475,114157467,114157484,1,3.1726,3.5814
16357,75182947,75182939,75182956,7,3.3372,3.5813
16358,46976482,46976474,46976491,9,3.5346,3.5812
16359,81298083,81298075,81298092,4,3.0585,3.5812
16360,71058847,71058839,71058856,9,3.0595,3.5810999999999997
16361,4199590,4199582,4199599,3,3.9066,3.5809999999999995
16362,70652009,70652001,70652018,4,3.9666,3.5807
16363,4090320,4090312,4090329,0,3.5421,3.5806000000000004
16364,33119622,33119614,33119631,4,4.082,3.5806
16365,125650486,125650478,125650495,2,3.3799,3.5806
16366,14082812,14082804,14082821,3,3.699,3.5804
16367,26255541,26255533,26255550,5,3.2733,3.5804
16368,31115666,31115658,31115675,1,3.2336,3.5804
16369,95030325,95030317,95030334,0,3.8761,3.5802
16370,108340731,108340723,108340740,3,3.1175,3.5800999999999994
16371,48881858,48881850,48881867,7,3.2684,3.5799000000000003
16372,73307980,73307972,73307989,3,3.6757,3.5797
16373,99743772,99743764,99743781,4,3.7852,3.5797
16374,14227420,14227412,14227429,3,3.762,3.5795000000000003
16375,66380570,66380562,66380579,9,3.821,3.5793999999999997
16376,60044636,60044628,60044645,3,4.2062,3.5792
16377,25183643,25183635,25183652,1,3.279,3.579
16378,25601382,25601374,25601391,9,3.3947,3.5788
16379,43053417,43053409,43053426,6,3.9747,3.5786999999999995
16380,32279794,32279786,32279803,1,3.2565,3.5786000000000002
16381,66081709,66081701,66081718,8,3.1475,3.5784
16382,85216446,85216438,85216455,8,3.0264,3.5783
16383,82511420,82511412,82511429,0,3.1373,3.5782
16384,85439346,85439338,85439355,9,4.0106,3.5781
16385,89013695,89013687,89013704,3,3.0857,3.5781
16386,68955917,68955909,68955926,8,3.2218,3.5777
16387,127973865,127973857,127973874,1,3.3251,3.5777
16388,123173411,123173403,123173420,7,3.762,3.5776
16389,84990101,84990093,84990110,6,3.4789,3.5774
16390,94151157,94151149,94151166,5,3.3778,3.5774
16391,91707559,91707551,91707568,0,3.9508,3.5773
16392,46003934,46003926,46003943,0,3.618,3.5770999999999997
16393,114999075,114999067,114999084,5,3.4342,3.5770999999999997
16394,53424408,53424400,53424417,1,3.4672,3.577
16395,29690456,29690448,29690465,0,3.0362,3.5769
16396,64133483,64133475,64133492,5,3.1379,3.5767
16397,11609825,11609817,11609834,5,3.3036,3.5765000000000002
16398,31342276,31342268,31342285,0,3.567,3.5765000000000002
16399,117509172,117509164,117509181,0,3.4191,3.5765000000000002
16400,9649875,9649867,9649884,0,3.4191,3.5765
16401,34678055,34678047,34678064,0,3.9136,3.5764000000000005
16402,12319421,12319413,12319430,3,3.7447,3.5763
16403,42679592,42679584,42679601,8,3.857,3.576
16404,102010926,102010918,102010935,2,3.8996,3.5759
16405,73323282,73323274,73323291,8,3.6459,3.5758
16406,113032030,113032022,113032039,3,4.0453,3.5758
16407,94483227,94483219,94483236,8,3.5607,3.5757000000000003
16408,23869951,23869943,23869960,0,3.0496,3.5757
16409,10041401,10041393,10041410,8,3.9355,3.5755
16410,133601704,133601696,133601713,5,4.0114,3.5752
16411,97546534,97546526,97546543,7,3.6904,3.5747999999999998
16412,18377088,18377080,18377097,5,3.5768,3.5747
16413,47205898,47205890,47205907,7,3.8761,3.5744000000000002
16414,61328806,61328798,61328815,9,3.5031,3.5742000000000003
16415,86566516,86566508,86566525,0,3.6968,3.5742000000000003
16416,70053245,70053237,70053254,5,3.214,3.5740000000000003
16417,101132700,101132692,101132709,0,3.7305,3.5738
16418,103341953,103341945,103341962,3,3.6696,3.5738
16419,91740705,91740697,91740714,4,3.8894,3.5736
16420,29542619,29542611,29542628,6,3.5346,3.5734
16421,114516963,114516955,114516972,5,3.0706,3.5734
16422,125531908,125531900,125531917,7,3.9586,3.5732
16423,29172091,29172083,29172100,3,3.3143,3.5730000000000004
16424,22771361,22771353,22771370,0,3.9788,3.573
16425,78955496,78955488,78955505,8,3.2716,3.5727
16426,53104417,53104409,53104426,0,3.4685,3.5726000000000004
16427,44440199,44440191,44440208,7,3.0429,3.5726
16428,76356543,76356535,76356552,0,3.0325,3.5723999999999996
16429,54900718,54900710,54900727,0,3.8665,3.5722
16430,115455056,115455048,115455065,5,3.4023,3.5721000000000003
16431,32671136,32671128,32671145,3,3.1146,3.5719000000000003
16432,82295939,82295931,82295948,7,3.0491,3.5718
16433,88620025,88620017,88620034,9,3.5719,3.5717999999999996
16434,4343542,4343534,4343551,1,3.6108,3.5716
16435,13605264,13605256,13605273,9,3.0146,3.5716
16436,102609587,102609579,102609596,5,3.1765,3.5716
16437,78971711,78971703,78971720,3,3.6596,3.5715000000000003
16438,23069272,23069264,23069281,1,3.9172,3.5715
16439,50847047,50847039,50847056,0,3.5607,3.5713999999999997
16440,119525995,119525987,119526004,4,4.0931,3.5713999999999997
16441,91142098,91142090,91142107,8,3.341,3.5711999999999997
16442,29590322,29590314,29590331,4,4.0017,3.5711000000000004
16443,81027578,81027570,81027587,0,3.6778,3.5711
16444,73926929,73926921,73926938,1,3.2076,3.571
16445,81403012,81403004,81403021,4,3.2676,3.5709
16446,65727643,65727635,65727652,4,4.5391,3.5707
16447,65009869,65009861,65009878,8,3.0106,3.5706999999999995
16448,4959639,4959631,4959648,9,3.0467,3.5705999999999998
16449,68070235,68070227,68070244,4,4.2041,3.5705999999999998
16450,21492897,21492889,21492906,5,3.4572,3.5704
16451,53118005,53117997,53118014,5,3.2907,3.5704
16452,98197676,98197668,98197685,0,3.4547,3.5703
16453,114290982,114290974,114290991,1,3.3116,3.5703
16454,126390867,126390859,126390876,9,3.5867,3.57
16455,943621,943613,943630,1,3.0872,3.5699
16456,70373104,70373096,70373113,1,3.1302,3.5698000000000003
16457,89457185,89457177,89457194,0,3.1911,3.5698
16458,129737809,129737801,129737818,0,3.0942,3.5698
16459,12303272,12303264,12303281,8,3.5143,3.5696000000000003
16460,46824725,46824717,46824734,3,3.1146,3.5694
16461,83336723,83336715,83336732,9,4.2197,3.5694
16462,80905389,80905381,80905398,4,4.5575,3.5692
16463,95014751,95014743,95014760,8,3.3726,3.5692
16464,25869722,25869714,25869731,8,3.2182,3.5691
16465,60817955,60817947,60817964,5,4.0044,3.5690999999999997
16466,115925673,115925665,115925682,0,3.3468,3.5688000000000004
16467,108758005,108757997,108758014,3,4.4179,3.5688
16468,85051739,85051731,85051748,4,4.1494,3.5686999999999998
16469,98004479,98004471,98004488,4,3.4473,3.568
16470,12091181,12091173,12091190,4,4.4123,3.5679999999999996
16471,18942130,18942122,18942139,4,4.4123,3.5679999999999996
16472,21286975,21286967,21286984,4,3.752,3.5679999999999996
16473,21551796,21551788,21551805,4,4.4123,3.5679999999999996
16474,28158161,28158153,28158170,4,3.752,3.5679999999999996
16475,29561449,29561441,29561458,4,3.752,3.5679999999999996
16476,29739576,29739568,29739585,4,3.752,3.5679999999999996
16477,33257427,33257419,33257436,4,3.752,3.5679999999999996
16478,33891359,33891351,33891368,4,4.4123,3.5679999999999996
16479,34619192,34619184,34619201,4,3.752,3.5679999999999996
16480,55208564,55208556,55208573,4,3.752,3.5679999999999996
16481,55477357,55477349,55477366,4,3.752,3.5679999999999996
16482,55557592,55557584,55557601,4,3.752,3.5679999999999996
16483,55987567,55987559,55987576,4,4.4123,3.5679999999999996
16484,76717299,76717291,76717308,4,4.4123,3.5679999999999996
16485,78051725,78051717,78051734,4,4.4123,3.5679999999999996
16486,101546743,101546735,101546752,4,4.4123,3.5679999999999996
16487,101783803,101783795,101783812,4,4.4123,3.5679999999999996
16488,127035430,127035422,127035439,1,3.0501,3.5679999999999996
16489,130289073,130289065,130289082,4,4.4123,3.5679999999999996
16490,88251274,88251266,88251283,5,3.1051,3.5679
16491,103626719,103626711,103626728,7,3.1537,3.5679
16492,12296787,12296779,12296796,3,3.3893,3.5678
16493,55435978,55435970,55435987,6,3.3036,3.5678
16494,96984399,96984391,96984408,9,3.5376,3.5677000000000003
16495,102430951,102430943,102430960,7,3.6253,3.5677000000000003
16496,116882273,116882265,116882282,4,4.061,3.5675999999999997
16497,23657925,23657917,23657934,9,3.4868,3.5675000000000003
16498,54826405,54826397,54826414,6,3.644,3.5675
16499,22540986,22540978,22540995,5,4.04,3.5671
16500,92051509,92051501,92051518,0,3.9914,3.5671
16501,101656001,101655993,101656010,7,3.0991,3.5669
16502,16362133,16362125,16362142,5,3.0315,3.5668000000000006
16503,87601765,87601757,87601774,5,3.0173,3.5666
16504,58331920,58331912,58331929,1,3.0625,3.5665999999999998
16505,18432076,18432068,18432085,5,3.7773,3.5665
16506,65024170,65024162,65024179,5,3.9066,3.5664999999999996
16507,71609712,71609704,71609721,9,3.2041,3.5663
16508,29018293,29018285,29018302,5,3.0106,3.566
16509,40898335,40898327,40898344,9,3.4802,3.5657
16510,62642510,62642502,62642519,3,3.2041,3.5656000000000003
16511,91188455,91188447,91188464,0,3.5867,3.5656
16512,116553830,116553822,116553839,3,3.5867,3.5656
16513,18036574,18036566,18036583,9,3.0635,3.5655
16514,38151014,38151006,38151023,0,3.2048,3.5654
16515,43238421,43238413,43238430,5,3.2204,3.5654
16516,2695740,2695732,2695749,5,3.1518,3.5653
16517,73273517,73273509,73273526,0,3.9666,3.5652999999999997
16518,65298457,65298449,65298466,5,4.0706,3.565
16519,24220598,24220590,24220607,0,3.7258,3.5648
16520,8397869,8397861,8397878,4,4.5654,3.5644
16521,83429322,83429314,83429331,2,3.6635,3.5641999999999996
16522,38180696,38180688,38180705,5,3.9208,3.564
16523,103795837,103795829,103795846,3,3.2916,3.564
16524,104937335,104937327,104937344,3,3.556,3.5638000000000005
16525,80175506,80175498,80175515,8,3.7305,3.5638
16526,92070204,92070196,92070213,8,3.3107,3.5638
16527,34303026,34303018,34303035,5,4.0386,3.5637999999999996
16528,5440985,5440977,5440994,0,3.0872,3.5633
16529,49056613,49056605,49056622,9,3.1073,3.5632
16530,63699253,63699245,63699262,8,3.2132,3.5629999999999997
16531,39605521,39605513,39605530,4,4.2976,3.5629
16532,86333803,86333795,86333812,9,3.1244,3.5629
16533,21231458,21231450,21231467,4,3.7212,3.5625999999999998
16534,31987467,31987459,31987476,8,3.2725,3.5625999999999998
16535,105242003,105241995,105242012,8,3.8827,3.5624000000000002
16536,81413584,81413576,81413593,3,3.2411,3.5624
16537,17628368,17628360,17628377,0,3.4622,3.5622
16538,20393667,20393659,20393676,1,3.5421,3.5622
16539,74375502,74375494,74375511,0,3.4401,3.5622
16540,66952431,66952423,66952440,0,3.1152,3.5619
16541,90621918,90621910,90621927,4,4.1739,3.5619
16542,21901802,21901794,21901811,0,3.2636,3.5618999999999996
16543,40521241,40521233,40521250,2,3.2832,3.5617
16544,2046383,2046375,2046392,1,3.3045,3.5616999999999996
16545,105698624,105698616,105698633,8,3.0232,3.5616
16546,116454358,116454350,116454367,5,3.1805,3.5614000000000003
16547,120330387,120330379,120330396,9,3.3595,3.5614
16548,16901267,16901259,16901276,9,3.2411,3.5612999999999997
16549,125896178,125896170,125896187,9,4.2396,3.5612000000000004
16550,120168761,120168753,120168770,3,3.1073,3.561
16551,120304338,120304330,120304347,9,4.3696,3.561
16552,62764943,62764935,62764952,0,3.2518,3.5609
16553,97286125,97286117,97286134,3,3.8041,3.5606999999999998
16554,83480876,83480868,83480885,5,3.5654,3.5606
16555,4988895,4988887,4988904,5,3.9706,3.5605
16556,76657557,76657549,76657566,8,3.2182,3.5604
16557,83199249,83199241,83199258,1,4.0292,3.5603999999999996
16558,109085065,109085057,109085074,0,3.7447,3.5603
16559,63749359,63749351,63749368,9,3.3382,3.5601000000000003
16560,122911773,122911765,122911782,3,3.2097,3.5601
16561,32668141,32668133,32668150,7,3.0141,3.5598
16562,40099736,40099728,40099745,0,3.1261,3.5597999999999996
16563,27398671,27398663,27398680,4,4.0696,3.5597
16564,56648930,56648922,56648939,7,3.2269,3.5595999999999997
16565,78511245,78511237,78511254,3,3.2055,3.5595
16566,32476545,32476537,32476554,3,3.2882,3.5593
16567,84340532,84340524,84340541,5,3.5607,3.5593
16568,77501400,77501392,77501409,4,4.7122,3.5592
16569,83326469,83326461,83326478,3,4.4559,3.5591999999999997
16570,6107285,6107277,6107294,1,3.1555,3.5591
16571,58661847,58661839,58661856,3,3.9957,3.5591
16572,70331386,70331378,70331395,1,3.2299,3.5591
16573,89128018,89128010,89128027,7,4.1013,3.5588
16574,75777783,75777775,75777792,0,4.1543,3.5587999999999997
16575,26832112,26832104,26832121,4,3.3737,3.5587
16576,112496180,112496172,112496189,5,3.3325,3.5585999999999998
16577,16799550,16799542,16799559,1,3.3363,3.5585000000000004
16578,86885410,86885402,86885419,9,4.4123,3.5584000000000002
16579,82231201,82231193,82231210,7,4.0462,3.5583
16580,92737737,92737729,92737746,9,3.9957,3.5583
16581,113194015,113194007,113194024,9,3.3799,3.5583
16582,11499918,11499910,11499927,9,3.2168,3.5582000000000003
16583,89785585,89785577,89785594,8,3.1965,3.5582000000000003
16584,78432552,78432544,78432561,7,3.7352,3.5579
16585,55442878,55442870,55442887,9,3.4001,3.5576999999999996
16586,64856143,64856135,64856152,8,4.158,3.5576000000000003
16587,95340819,95340811,95340828,4,3.2503,3.5576000000000003
16588,417634,417626,417643,0,3.1457,3.5576
16589,67011707,67011699,67011716,5,3.9788,3.5576
16590,125010137,125010129,125010146,5,4.3288,3.5576
16591,83661888,83661880,83661897,9,3.1203,3.5574
16592,67628238,67628230,67628247,1,3.0862,3.5572999999999997
16593,55994908,55994900,55994917,3,3.762,3.5570000000000004
16594,84627407,84627399,84627416,5,3.1226,3.5568
16595,38021879,38021871,38021888,0,3.2007,3.5567999999999995
16596,12906277,12906269,12906286,9,3.0467,3.5565
16597,1833833,1833825,1833842,4,3.752,3.5564999999999998
16598,13769980,13769972,13769989,9,3.3098,3.5564
16599,101742979,101742971,101742988,5,3.153,3.5564
16600,102708271,102708263,102708280,5,3.9547,3.5562000000000005
16601,113587409,113587401,113587418,1,3.9101,3.5562000000000005
16602,12562317,12562309,12562326,-1,4.4895,3.5562
16603,20309081,20309073,20309090,-1,4.4895,3.5562
16604,21142382,21142374,21142391,-1,4.4895,3.5562
16605,22043753,22043745,22043762,-1,4.4895,3.5562
16606,28514276,28514268,28514285,-1,4.4895,3.5562
16607,29619029,29619021,29619038,-1,4.4895,3.5562
16608,34734707,34734699,34734716,-1,4.4895,3.5562
16609,41512249,41512241,41512258,-1,4.4895,3.5562
16610,42367128,42367120,42367137,-1,4.4895,3.5562
16611,44746240,44746232,44746249,-1,4.4895,3.5562
16612,45917771,45917763,45917780,-1,4.4895,3.5562
16613,59071176,59071168,59071185,-1,4.4895,3.5562
16614,73587565,73587557,73587574,-1,4.4895,3.5562
16615,77861439,77861431,77861448,-1,4.4895,3.5562
16616,81888722,81888714,81888731,-1,4.4895,3.5562
16617,92971561,92971553,92971570,-1,4.4895,3.5562
16618,122062422,122062414,122062431,-1,4.4895,3.5562
16619,125141845,125141837,125141854,-1,4.4895,3.5562
16620,108520735,108520727,108520744,0,3.9318,3.5561999999999996
16621,57390337,57390329,57390346,9,3.0857,3.5559
16622,77932625,77932617,77932634,6,3.0857,3.5557
16623,98787379,98787371,98787388,1,3.0742,3.5555999999999996
16624,57865250,57865242,57865259,9,3.7144,3.5553
16625,99467107,99467099,99467116,7,3.684,3.5549
16626,84670588,84670580,84670597,5,3.5421,3.5548
16627,38649561,38649553,38649570,6,3.2381,3.5546999999999995
16628,68344200,68344192,68344209,5,3.2958,3.5545999999999998
16629,87711366,87711358,87711375,3,3.3307,3.5545999999999998
16630,62013555,62013547,62013564,5,3.5391,3.5545
16631,87061986,87061978,87061995,4,3.8761,3.5545
16632,119388506,119388498,119388515,8,4.3883,3.5544
16633,30200954,30200946,30200963,7,3.2941,3.5543000000000005
